"Date","Price","Open","High","Low","Vol.","Change %"
"May 30, 2019","102.35","100.15","102.75","99.50","51.09K","2.86%"
"May 29, 2019","99.50","96.65","100.25","95.95","40.28K","3.59%"
"May 28, 2019","96.05","93.20","96.45","92.65","36.41K","2.95%"
"May 24, 2019","93.30","93.50","95.00","92.60","27.51K","-0.21%"
"May 23, 2019","93.50","91.60","94.00","90.20","30.16K","1.91%"
"May 22, 2019","91.75","93.00","93.85","91.50","26.08K","-1.24%"
"May 21, 2019","92.90","89.60","93.35","88.50","32.02K","5.27%"
"May 20, 2019","88.25","88.15","88.20","86.75","0.04K","1.03%"
"May 17, 2019","87.35","88.05","88.05","88.05","0.01K","-2.94%"
"May 16, 2019","90.00","89.70","89.70","89.70","0.00K","-1.73%"
"May 15, 2019","91.58","90.75","91.75","90.63","-","0.99%"
"May 14, 2019","90.68","90.08","92.60","90.00","-","0.72%"
"May 13, 2019","90.03","90.20","90.50","88.83","-","0.65%"
"May 10, 2019","89.45","88.85","88.85","88.85","0.00K","-0.06%"
"May 09, 2019","89.50","88.60","88.60","87.50","0.00K","2.64%"
"May 08, 2019","87.20","87.60","87.60","87.45","0.01K","0.63%"
"May 07, 2019","86.65","87.65","87.65","87.00","0.03K","-3.99%"
"May 06, 2019","90.25","93.50","93.50","89.43","-","1.12%"
"May 03, 2019","89.25","89.80","89.80","89.60","0.01K","-2.33%"
"May 02, 2019","91.38","90.98","92.75","90.78","-","1.76%"
"May 01, 2019","89.80","91.70","91.70","91.70","0.00K","-2.23%"
"Apr 30, 2019","91.85","91.35","93.85","91.35","0.13K","0.55%"
"Apr 29, 2019","91.35","91.75","91.80","90.80","0.03K","-1.46%"
"Apr 26, 2019","92.70","92.00","92.40","91.85","0.03K","0.71%"
"Apr 25, 2019","92.05","91.90","92.00","91.50","0.17K","1.77%"
"Apr 24, 2019","90.45","91.65","92.00","90.25","0.16K","-1.15%"
"Apr 23, 2019","91.50","92.00","92.00","90.10","0.18K","0.44%"
"Apr 22, 2019","91.10","90.50","93.20","90.50","0.58K","1.00%"
"Apr 18, 2019","90.20","87.05","91.50","87.00","15.14K","3.62%"
"Apr 17, 2019","87.05","90.20","90.75","86.35","26.97K","-3.81%"
"Apr 16, 2019","90.50","91.05","91.55","89.80","19.19K","-0.98%"
"Apr 15, 2019","91.40","90.00","91.70","89.85","34.58K","1.11%"
"Apr 12, 2019","90.40","90.80","91.15","89.35","33.84K","0.17%"
"Apr 11, 2019","90.25","94.10","94.30","90.15","62.05K","-4.24%"
"Apr 10, 2019","94.25","93.75","94.50","93.10","28.26K","0.64%"
"Apr 09, 2019","93.65","93.30","94.85","93.15","47.97K","0.75%"
"Apr 08, 2019","92.95","93.20","93.80","92.05","35.23K","-0.27%"
"Apr 05, 2019","93.20","94.80","95.75","93.05","35.73K","-2.20%"
"Apr 04, 2019","95.30","95.20","96.95","94.50","43.59K","-0.05%"
"Apr 03, 2019","95.35","91.65","95.85","91.30","48.27K","4.04%"
"Apr 02, 2019","91.65","92.35","92.55","91.25","22.45K","-0.49%"
"Apr 01, 2019","92.10","94.05","94.80","91.65","40.74K","-2.54%"
"Mar 29, 2019","94.50","94.25","95.65","94.20","21.78K","0.53%"
"Mar 28, 2019","94.00","93.40","94.60","92.70","24.20K","0.16%"
"Mar 27, 2019","93.85","95.05","96.40","93.45","31.14K","-1.57%"
"Mar 26, 2019","95.35","94.35","95.85","93.95","25.12K","1.17%"
"Mar 25, 2019","94.25","93.65","94.85","92.60","23.11K","0.37%"
"Mar 22, 2019","93.90","95.00","95.50","93.65","17.91K","-0.95%"
"Mar 21, 2019","94.80","94.85","96.30","94.55","18.95K","0.05%"
"Mar 20, 2019","94.75","96.60","96.80","94.35","25.00K","-1.92%"
"Mar 19, 2019","96.60","97.03","97.80","96.50","-","-0.26%"
"Mar 18, 2019","96.85","97.15","97.97","96.35","-","-0.82%"
"Mar 15, 2019","97.65","97.28","97.85","96.60","-","3.94%"
"Mar 14, 2019","93.95","95.30","95.30","94.05","0.00K","-3.64%"
"Mar 13, 2019","97.50","96.10","97.78","95.25","-","5.06%"
"Mar 12, 2019","92.80","94.55","94.55","94.50","0.01K","-4.62%"
"Mar 11, 2019","97.30","98.08","98.30","97.05","-","2.10%"
"Mar 08, 2019","95.30","94.50","95.25","94.50","0.00K","-1.65%"
"Mar 07, 2019","96.90","98.55","99.30","96.85","-","-1.52%"
"Mar 06, 2019","98.40","99.85","100.10","98.35","-","2.02%"
"Mar 05, 2019","96.45","96.45","96.45","96.45","-","2.50%"
"Mar 04, 2019","94.10","96.50","96.50","96.50","0.01K","-2.94%"
"Mar 01, 2019","96.95","97.50","97.50","97.50","0.01K","1.84%"
"Feb 28, 2019","95.20","94.70","95.55","94.70","0.04K","-0.52%"
"Feb 27, 2019","95.70","93.95","96.30","93.95","0.02K","2.30%"
"Feb 26, 2019","93.55","96.40","96.50","93.60","0.07K","-2.96%"
"Feb 25, 2019","96.40","96.35","97.25","96.25","0.01K","-0.05%"
"Feb 22, 2019","96.45","96.50","96.95","96.45","0.03K","0.36%"
"Feb 21, 2019","96.10","97.00","97.35","96.00","0.04K","-1.49%"
"Feb 20, 2019","97.55","97.60","98.20","96.10","0.22K","0.36%"
"Feb 19, 2019","97.20","97.65","98.30","96.10","13.80K","-0.77%"
"Feb 15, 2019","97.95","97.80","98.85","97.45","19.14K","0.10%"
"Feb 14, 2019","97.85","98.85","99.20","97.05","17.48K","-1.06%"
"Feb 13, 2019","98.90","101.00","101.00","98.65","29.86K","-1.54%"
"Feb 12, 2019","100.45","100.20","101.25","99.90","28.91K","0.25%"
"Feb 11, 2019","100.20","102.60","102.70","99.85","41.31K","-2.34%"
"Feb 08, 2019","102.60","104.25","104.75","102.25","39.20K","-1.63%"
"Feb 07, 2019","104.30","105.20","105.30","103.55","38.97K","-1.14%"
"Feb 06, 2019","105.50","104.70","105.90","104.35","23.73K","0.62%"
"Feb 05, 2019","104.85","105.80","106.20","104.25","21.21K","-0.71%"
"Feb 04, 2019","105.60","103.80","106.35","103.25","28.65K","1.83%"
"Feb 01, 2019","103.70","106.15","107.00","103.55","27.78K","-2.08%"
"Jan 31, 2019","105.90","102.30","106.35","102.30","31.56K","3.72%"
"Jan 30, 2019","102.10","102.65","103.35","101.95","12.75K","-0.49%"
"Jan 29, 2019","102.60","103.00","103.30","102.15","16.06K","-0.05%"
"Jan 28, 2019","102.65","105.65","105.80","101.55","31.32K","-3.89%"
"Jan 25, 2019","106.80","106.10","107.15","105.20","26.25K","1.42%"
"Jan 24, 2019","105.30","103.70","106.10","103.05","22.42K","1.84%"
"Jan 23, 2019","103.40","102.90","104.00","102.30","16.63K","0.05%"
"Jan 22, 2019","103.35","104.90","105.75","102.80","19.24K","-1.52%"
"Jan 18, 2019","104.95","102.85","106.20","102.60","27.46K","2.49%"
"Jan 17, 2019","102.40","102.40","103.50","101.75","17.11K","0.00%"
"Jan 16, 2019","102.40","100.90","103.00","100.65","21.69K","1.09%"
"Jan 15, 2019","101.30","102.25","102.90","100.40","20.66K","-1.41%"
"Jan 14, 2019","102.75","103.40","103.55","101.55","16.71K","-1.06%"
"Jan 11, 2019","103.85","104.00","104.80","102.50","24.88K","-0.38%"
"Jan 10, 2019","104.25","105.00","106.00","103.35","23.61K","-1.00%"
"Jan 09, 2019","105.30","105.00","106.85","104.35","21.96K","0.24%"
"Jan 08, 2019","105.05","102.90","106.05","102.35","32.99K","2.24%"
"Jan 07, 2019","102.75","101.50","103.45","101.15","15.31K","1.13%"
"Jan 04, 2019","101.60","102.30","103.00","100.40","16.12K","-0.54%"
"Jan 03, 2019","102.15","99.50","103.25","99.45","21.49K","2.66%"
"Jan 02, 2019","99.50","101.60","102.65","99.35","22.18K","-2.31%"
"Dec 31, 2018","101.85","100.95","102.00","99.30","11.74K","0.89%"
"Dec 28, 2018","100.95","101.75","102.75","100.40","9.03K","-0.79%"
"Dec 27, 2018","101.75","103.70","103.80","100.90","14.52K","-2.07%"
"Dec 26, 2018","103.90","102.20","104.00","100.35","12.21K","1.66%"
"Dec 24, 2018","102.20","99.70","102.40","99.65","8.82K","2.51%"
"Dec 21, 2018","99.70","102.50","102.65","99.40","13.87K","-2.73%"
"Dec 20, 2018","102.50","100.90","102.75","100.50","16.04K","1.64%"
"Dec 19, 2018","100.85","99.50","101.90","98.60","18.60K","6.89%"
"Dec 18, 2018","94.35","95.75","95.75","95.75","0.00K","-0.37%"
"Dec 17, 2018","94.70","98.05","98.05","96.05","0.04K","-2.32%"
"Dec 14, 2018","96.95","96.95","96.95","96.95","-","-1.87%"
"Dec 13, 2018","98.80","99.25","99.25","98.45","0.02K","1.07%"
"Dec 12, 2018","97.75","98.15","98.15","98.15","0.02K","0.10%"
"Dec 11, 2018","97.65","100.30","100.30","100.30","0.00K","-2.79%"
"Dec 10, 2018","100.45","100.00","100.25","100.00","0.02K","1.67%"
"Dec 07, 2018","98.80","98.80","98.80","98.80","-","-1.84%"
"Dec 06, 2018","100.65","100.00","100.00","100.00","0.10K","-0.30%"
"Dec 05, 2018","100.95","102.30","102.35","101.30","0.02K","-0.93%"
"Dec 04, 2018","101.90","102.05","102.70","101.90","0.01K","-1.55%"
"Dec 03, 2018","103.50","103.50","103.50","103.50","-","0.24%"
"Nov 30, 2018","103.25","108.50","108.50","104.00","0.04K","-4.84%"
"Nov 29, 2018","108.50","110.40","110.40","109.30","0.01K","-1.45%"
"Nov 28, 2018","110.10","108.30","108.30","108.30","0.02K","0.55%"
"Nov 27, 2018","109.50","107.50","109.80","107.40","0.02K","2.34%"
"Nov 26, 2018","107.00","107.15","107.55","106.20","0.03K","-0.14%"
"Nov 23, 2018","107.15","110.15","110.15","106.70","0.46K","-2.86%"
"Nov 21, 2018","110.30","111.50","111.50","109.75","0.14K","-0.32%"
"Nov 20, 2018","110.65","112.25","112.80","110.10","4.73K","-1.51%"
"Nov 19, 2018","112.35","111.90","113.00","109.05","6.19K","-0.22%"
"Nov 16, 2018","112.60","110.30","112.80","109.85","4.19K","2.32%"
"Nov 15, 2018","110.05","112.65","113.70","109.40","8.08K","-2.31%"
"Nov 14, 2018","112.65","109.20","112.95","108.60","17.19K","3.16%"
"Nov 13, 2018","109.20","110.15","110.25","107.55","26.75K","-0.86%"
"Nov 12, 2018","110.15","113.85","113.85","109.65","30.31K","-3.25%"
"Nov 09, 2018","113.85","116.25","116.40","113.70","35.83K","-2.40%"
"Nov 08, 2018","116.65","115.55","118.15","114.55","34.86K","0.91%"
"Nov 07, 2018","115.60","114.10","115.90","113.65","33.31K","2.08%"
"Nov 06, 2018","113.25","116.50","117.50","113.10","35.79K","-3.29%"
"Nov 05, 2018","117.10","119.25","119.30","116.25","37.34K","-2.46%"
"Nov 02, 2018","120.05","118.65","121.30","118.10","34.87K","1.91%"
"Nov 01, 2018","117.80","113.05","118.20","112.60","53.36K","4.53%"
"Oct 31, 2018","112.70","112.35","113.50","111.35","26.18K","0.27%"
"Oct 30, 2018","112.40","114.70","115.75","112.15","33.86K","-1.62%"
"Oct 29, 2018","114.25","120.10","122.80","113.95","37.96K","-4.51%"
"Oct 26, 2018","119.65","121.00","122.80","119.25","27.54K","-1.24%"
"Oct 25, 2018","121.15","119.85","123.10","119.30","28.16K","0.75%"
"Oct 24, 2018","120.25","121.10","124.35","120.00","31.99K","-0.70%"
"Oct 23, 2018","121.10","117.65","121.65","116.35","39.37K","2.93%"
"Oct 22, 2018","117.65","121.90","122.10","117.45","24.48K","-3.64%"
"Oct 19, 2018","122.10","121.75","125.50","120.90","26.41K","0.04%"
"Oct 18, 2018","122.05","122.55","124.30","120.80","41.84K","-0.41%"
"Oct 17, 2018","122.55","117.45","122.90","117.00","43.59K","4.16%"
"Oct 16, 2018","117.65","119.80","120.00","116.80","33.67K","-1.42%"
"Oct 15, 2018","119.35","116.90","119.70","116.90","45.21K","2.40%"
"Oct 12, 2018","116.55","113.50","116.80","112.55","34.69K","3.23%"
"Oct 11, 2018","112.90","111.50","113.50","109.75","35.80K","0.89%"
"Oct 10, 2018","111.90","113.65","114.20","111.05","30.38K","-1.10%"
"Oct 09, 2018","113.15","111.95","113.40","110.95","29.18K","1.16%"
"Oct 08, 2018","111.85","110.60","112.95","110.45","40.73K","2.66%"
"Oct 05, 2018","108.95","106.95","109.40","106.75","22.83K","1.87%"
"Oct 04, 2018","106.95","106.15","108.80","104.80","26.41K","0.33%"
"Oct 03, 2018","106.60","107.65","110.80","106.45","43.06K","-0.98%"
"Oct 02, 2018","107.65","102.05","108.15","101.10","42.10K","5.33%"
"Oct 01, 2018","102.20","102.15","103.45","101.40","26.26K","-0.24%"
"Sep 28, 2018","102.45","99.15","103.45","98.75","34.02K","3.17%"
"Sep 27, 2018","99.30","97.70","99.55","96.90","13.46K","1.59%"
"Sep 26, 2018","97.75","97.30","98.60","96.70","13.73K","0.67%"
"Sep 25, 2018","97.10","97.80","98.05","96.55","19.61K","-1.42%"
"Sep 24, 2018","98.50","99.70","100.10","97.85","14.35K","-1.40%"
"Sep 21, 2018","99.90","99.45","100.75","98.30","23.57K","0.15%"
"Sep 20, 2018","99.75","96.90","100.70","96.65","26.43K","3.15%"
"Sep 19, 2018","96.70","96.05","97.20","95.20","15.26K","5.11%"
"Sep 18, 2018","92.00","92.00","92.00","92.00","-","-1.55%"
"Sep 17, 2018","93.45","95.10","95.10","93.50","0.01K","-2.10%"
"Sep 14, 2018","95.45","95.45","95.45","95.25","0.02K","-0.99%"
"Sep 13, 2018","96.40","96.70","96.70","96.70","0.00K","-1.48%"
"Sep 12, 2018","97.85","96.80","97.80","96.80","0.00K","1.72%"
"Sep 11, 2018","96.20","97.30","97.30","97.30","0.00K","-1.33%"
"Sep 10, 2018","97.50","97.50","97.50","97.50","-","-1.32%"
"Sep 07, 2018","98.80","98.80","98.80","98.80","0.00K","0.87%"
"Sep 06, 2018","97.95","99.05","99.05","99.05","0.00K","-2.15%"
"Sep 05, 2018","100.10","100.10","100.10","100.10","-","2.40%"
"Sep 04, 2018","97.75","96.35","96.35","95.60","0.00K","-0.36%"
"Aug 31, 2018","98.10","98.10","98.10","98.10","0.02K","-0.86%"
"Aug 30, 2018","98.95","98.35","98.35","98.35","0.01K","0.30%"
"Aug 29, 2018","98.65","99.20","99.20","99.20","0.01K","-0.60%"
"Aug 28, 2018","99.25","101.70","102.25","100.20","0.03K","-2.55%"
"Aug 27, 2018","101.85","101.95","102.20","101.95","0.09K","1.29%"
